,EXERCÍCIO,NOME FUNÇÃO,NOME SUBFUNÇÃO,ORÇAMENTO REALIZADO (R$)
246648,2023,Educação,Ensino profissional,26721.08
246650,2023,Educação,Ensino profissional,481.57
246652,2023,Educação,Ensino profissional,497.14
246653,2023,Educação,Ensino profissional,105443.95
246655,2023,Educação,Ensino profissional,178924.34
246656,2023,Educação,Ensino profissional,9049.85
246657,2023,Educação,Ensino profissional,88400.0
246658,2023,Educação,Ensino profissional,37610.88
246659,2023,Educação,Ensino profissional,10200.0
246661,2023,Educação,Ensino profissional,14867.79
246662,2023,Educação,Ensino profissional,211514.44
246663,2023,Educação,Ensino profissional,17894.99
246664,2023,Educação,Ensino profissional,218986.42
246666,2023,Educação,Ensino profissional,23730.0
246667,2023,Educação,Ensino profissional,2675.94
246669,2023,Educação,Ensino profissional,893.22
246674,2023,Educação,Ensino profissional,10773.16
246678,2023,Educação,Ensino profissional,2639.44
246679,2023,Educação,Ensino profissional,6384.0
246680,2023,Educação,Ensino profissional,139702.29
246681,2023,Educação,Ensino profissional,492651.27
246682,2023,Educação,Ensino profissional,52768.4
246683,2023,Educação,Ensino profissional,201404.66
246685,2023,Educação,Ensino profissional,11787.11
246687,2023,Educação,Ensino profissional,333845.6
246690,2023,Educação,Ensino profissional,761.73
246692,2023,Educação,Ensino profissional,84560.0
246693,2023,Educação,Ensino profissional,9799.1
246694,2023,Educação,Ensino profissional,83486.66
246695,2023,Educação,Ensino profissional,17047.64
246697,2023,Educação,Ensino profissional,113568.47
246699,2023,Educação,Ensino profissional,40259.44
246703,2023,Educação,Ensino profissional,10331.88
246704,2023,Educação,Ensino profissional,587724.12
246706,2023,Educação,Ensino profissional,750.0
246709,2023,Educação,Ensino profissional,520672.43
246710,2023,Educação,Ensino profissional,69303.69
246711,2023,Educação,Ensino profissional,395353.78
246712,2023,Educação,Ensino profissional,140839.36
246713,2023,Educação,Ensino profissional,507125.3
246718,2023,Educação,Ensino profissional,10260.65
246720,2023,Educação,Ensino profissional,9105.02
246723,2023,Educação,Ensino profissional,8124.3
246724,2023,Educação,Ensino profissional,8277.15
246726,2023,Educação,Ensino profissional,2151.28
246727,2023,Educação,Ensino profissional,51074.23
246728,2023,Educação,Ensino profissional,346383.23
246729,2023,Educação,Ensino profissional,139750.0
246731,2023,Educação,Ensino profissional,46731.81
246733,2023,Educação,Ensino profissional,1200.0
246735,2023,Educação,Ensino profissional,236599.44
246738,2023,Educação,Ensino profissional,32045.23
246739,2023,Educação,Ensino profissional,19660.0
246740,2023,Educação,Ensino profissional,570203.01
246742,2023,Educação,Ensino profissional,73055.76
246747,2023,Educação,Ensino profissional,90.09
246748,2023,Educação,Ensino profissional,39177.79
246749,2023,Educação,Ensino profissional,5784.63
246750,2023,Educação,Ensino profissional,311943.66
246752,2023,Educação,Ensino profissional,14278.96
246753,2023,Educação,Ensino profissional,5031.38
246755,2023,Educação,Ensino profissional,191055.77
246757,2023,Educação,Ensino profissional,205960.49
246758,2023,Educação,Ensino profissional,344061.77
246760,2023,Educação,Ensino profissional,116815.0
246762,2023,Educação,Ensino profissional,153549.05
246763,2023,Educação,Ensino profissional,226021.4
246764,2023,Educação,Ensino profissional,195125.49
246766,2023,Educação,Ensino profissional,12606.21
246768,2023,Educação,Ensino profissional,86180.0
246769,2023,Educação,Ensino profissional,26702.5
246774,2023,Educação,Ensino profissional,56490.0
246775,2023,Educação,Ensino profissional,20157.62
246776,2023,Educação,Ensino profissional,15000.0
246777,2023,Educação,Ensino profissional,15770.98
246778,2023,Educação,Ensino profissional,32480.66
246782,2023,Educação,Ensino profissional,2830.5
246784,2023,Educação,Ensino profissional,25000.0
246785,2023,Educação,Ensino profissional,6107.48
246786,2023,Educação,Ensino profissional,25405.93
246788,2023,Educação,Ensino profissional,319186.72
246792,2023,Educação,Ensino profissional,22770.59
246793,2023,Educação,Ensino profissional,50265.55
246795,2023,Educação,Ensino profissional,8954.35
246797,2023,Educação,Ensino profissional,506238.12
246798,2023,Educação,Ensino profissional,13.49
246799,2023,Educação,Ensino profissional,155615.73
246800,2023,Educação,Ensino profissional,420.03
246801,2023,Educação,Ensino profissional,23276.0
246804,2023,Educação,Ensino profissional,200.57
246805,2023,Educação,Ensino profissional,386868.82
246806,2023,Educação,Ensino profissional,168174.96
246809,2023,Educação,Ensino profissional,600964.18
246810,2023,Educação,Ensino profissional,108324.28
246811,2023,Educação,Ensino profissional,34316.8
246812,2023,Educação,Ensino profissional,9848.0
246813,2023,Educação,Ensino profissional,156370.32
246817,2023,Educação,Ensino profissional,134.42
246821,2023,Educação,Ensino profissional,17822.58
246822,2023,Educação,Ensino profissional,119200.0
246824,2023,Educação,Ensino profissional,164132.62
246825,2023,Educação,Ensino profissional,56185.2
246826,2023,Educação,Ensino profissional,586211.93
246827,2023,Educação,Ensino profissional,28916.6
246828,2023,Educação,Ensino profissional,25542.3
246830,2023,Educação,Ensino profissional,28692.85
246832,2023,Educação,Ensino profissional,260298.35
246833,2023,Educação,Ensino profissional,277910.25
246834,2023,Educação,Ensino profissional,22717.64
246835,2023,Educação,Ensino profissional,99765.51
246837,2023,Educação,Ensino profissional,6248.35
246839,2023,Educação,Ensino profissional,10000.0
246841,2023,Educação,Ensino profissional,12707.41
246843,2023,Educação,Ensino profissional,299374.94
246844,2023,Educação,Ensino profissional,3400.62
246845,2023,Educação,Ensino profissional,16800.0
246846,2023,Educação,Ensino profissional,164470.4
246848,2023,Educação,Ensino profissional,12285.6
246850,2023,Educação,Ensino profissional,1000.0
246853,2023,Educação,Ensino profissional,111509.44
246855,2023,Educação,Ensino profissional,65098.8
246859,2023,Educação,Ensino profissional,146895.98
246860,2023,Educação,Ensino profissional,22977.93
246861,2023,Educação,Ensino profissional,1800.0
246863,2023,Educação,Ensino profissional,32792.37
246864,2023,Educação,Ensino profissional,3640.0
246866,2023,Educação,Ensino profissional,329078.78
246867,2023,Educação,Ensino profissional,83067.54
246868,2023,Educação,Ensino profissional,364979.52
246869,2023,Educação,Ensino profissional,44320.0
246871,2023,Educação,Ensino profissional,95972.93
246873,2023,Educação,Ensino profissional,12332.43
246874,2023,Educação,Ensino profissional,13200.0
246878,2023,Educação,Ensino profissional,38500.0
246880,2023,Educação,Ensino profissional,7813.34
246882,2023,Educação,Ensino profissional,4824.79
246883,2023,Educação,Ensino profissional,960.0
246884,2023,Educação,Ensino profissional,320450.0
246885,2023,Educação,Ensino profissional,511600.14
246886,2023,Educação,Ensino profissional,29.46
246888,2023,Educação,Ensino profissional,366398.6
246889,2023,Educação,Ensino profissional,30019.8
246890,2023,Educação,Ensino profissional,187.75
246892,2023,Educação,Ensino profissional,77544.09
246896,2023,Educação,Ensino profissional,110062.4
246898,2023,Educação,Ensino profissional,111754.58
246899,2023,Educação,Ensino profissional,166247.24
246900,2023,Educação,Ensino profissional,2095.0
246902,2023,Educação,Ensino profissional,424832.16
246903,2023,Educação,Ensino profissional,17461.86
246904,2023,Educação,Ensino profissional,638.38
246906,2023,Educação,Ensino profissional,40048.45
246907,2023,Educação,Ensino profissional,3009.0
246908,2023,Educação,Ensino profissional,38880.1
246910,2023,Educação,Ensino profissional,146835.47
246913,2023,Educação,Ensino profissional,61120.91
246914,2023,Educação,Ensino profissional,146896.24
246915,2023,Educação,Ensino profissional,3215.24
246916,2023,Educação,Ensino profissional,382697.5
246917,2023,Educação,Ensino profissional,27607.45
246918,2023,Educação,Ensino profissional,462752.0
246921,2023,Educação,Ensino profissional,4897.85
246922,2023,Educação,Ensino profissional,11200.0
246923,2023,Educação,Ensino profissional,85618.36
246925,2023,Educação,Ensino profissional,240595.72
246930,2023,Educação,Ensino profissional,402621.69
246931,2023,Educação,Ensino profissional,39044.93
246932,2023,Educação,Ensino profissional,19800.0
246933,2023,Educação,Ensino profissional,191210.05
246934,2023,Educação,Ensino profissional,109262.63
246935,2023,Educação,Ensino profissional,22255.14
246938,2023,Educação,Ensino profissional,25331.15
246939,2023,Educação,Ensino profissional,173040.49
246942,2023,Educação,Ensino profissional,8911.0
246943,2023,Educação,Ensino profissional,621.0
246945,2023,Educação,Ensino profissional,4606.5
246949,2023,Educação,Ensino profissional,101875.92
246952,2023,Educação,Ensino profissional,189280.89
246953,2023,Educação,Ensino profissional,51979.52
246954,2023,Educação,Ensino profissional,13462.98
246955,2023,Educação,Ensino profissional,99534.53
246957,2023,Educação,Ensino profissional,20016.72
246958,2023,Educação,Ensino profissional,16433.22
246959,2023,Educação,Ensino profissional,242931.63
246961,2023,Educação,Ensino profissional,431969.85
246962,2023,Educação,Ensino profissional,93442.31
246963,2023,Educação,Ensino profissional,353078.76
246964,2023,Educação,Ensino profissional,7678.29
246968,2023,Educação,Ensino profissional,2147.13
246969,2023,Educação,Ensino profissional,16525.78
246972,2023,Educação,Ensino profissional,21112.86
246973,2023,Educação,Ensino profissional,2900.0
246976,2023,Educação,Ensino profissional,2855.18
246978,2023,Educação,Ensino profissional,297015.49
246980,2023,Educação,Ensino profissional,180923.48
246983,2023,Educação,Ensino profissional,14344.84
246984,2023,Educação,Ensino profissional,375660.1
246985,2023,Educação,Ensino profissional,246412.29
246986,2023,Educação,Ensino profissional,87783.02
246987,2023,Educação,Ensino profissional,275433.09
246988,2023,Educação,Ensino profissional,77923.48
246989,2023,Educação,Ensino profissional,161400.0
246993,2023,Educação,Ensino profissional,33236.6
246994,2023,Educação,Ensino profissional,4622.51
246995,2023,Educação,Ensino profissional,93.0
246997,2023,Educação,Ensino profissional,67850.43
246999,2023,Educação,Ensino profissional,1761.97
247000,2023,Educação,Ensino profissional,38314.87
247001,2023,Educação,Ensino profissional,40012.04
247002,2023,Educação,Ensino profissional,38842.64
247003,2023,Educação,Ensino profissional,700.0
247004,2023,Educação,Ensino profissional,378952.61
247006,2023,Educação,Ensino profissional,1140.0
247007,2023,Educação,Ensino profissional,2644.47
247009,2023,Educação,Ensino profissional,368600.9
247010,2023,Educação,Ensino profissional,7635.3
247012,2023,Educação,Ensino profissional,193701.58
247013,2023,Educação,Ensino profissional,567193.57
247015,2023,Educação,Ensino profissional,245251.53
247017,2023,Educação,Ensino profissional,43424.91
247019,2023,Educação,Ensino profissional,176257.5
247020,2023,Educação,Ensino profissional,148824.15
247027,2023,Educação,Ensino profissional,12425.18
247029,2023,Educação,Ensino profissional,218055.96
247031,2023,Educação,Ensino profissional,543886.56
247032,2023,Educação,Ensino profissional,76258.5
247033,2023,Educação,Ensino profissional,58362.77
247036,2023,Educação,Ensino profissional,7000.0
247040,2023,Educação,Ensino profissional,309082.66
247042,2023,Educação,Ensino profissional,26710.0
247045,2023,Educação,Ensino profissional,19744.35
247048,2023,Educação,Ensino profissional,405.0
247049,2023,Educação,Ensino profissional,32236.28
247050,2023,Educação,Ensino profissional,58516.42
247052,2023,Educação,Ensino profissional,210640.47
247053,2023,Educação,Ensino profissional,545485.46
247054,2023,Educação,Ensino profissional,4286.4
247055,2023,Educação,Ensino profissional,38936.79
247058,2023,Educação,Ensino profissional,298231.33
247061,2023,Educação,Ensino profissional,167021.8
247062,2023,Educação,Ensino profissional,576011.21
247063,2023,Educação,Ensino profissional,323176.78
247064,2023,Educação,Ensino profissional,30022.1
247067,2023,Educação,Ensino profissional,5000.2
247068,2023,Educação,Ensino profissional,26144.1
247069,2023,Educação,Ensino profissional,100000.0
247070,2023,Educação,Ensino profissional,32381.22
247072,2023,Educação,Ensino profissional,168439.76
247073,2023,Educação,Ensino profissional,77994.88
247074,2023,Educação,Ensino profissional,17960.87
247075,2023,Educação,Ensino profissional,16549.51
247076,2023,Educação,Ensino profissional,7149.92
247077,2023,Educação,Ensino profissional,5650.0
247078,2023,Educação,Ensino profissional,45358.97
247079,2023,Educação,Ensino profissional,25693.08
247081,2023,Educação,Ensino profissional,3797.6
247083,2023,Educação,Ensino profissional,337883.77
247084,2023,Educação,Ensino profissional,250359.68
247086,2023,Educação,Ensino profissional,136205.18
247089,2023,Educação,Ensino profissional,620.43
247091,2023,Educação,Ensino profissional,498813.16
247092,2023,Educação,Ensino profissional,104.34
247093,2023,Educação,Ensino profissional,333483.87
247094,2023,Educação,Ensino profissional,12674.71
247095,2023,Educação,Ensino profissional,410330.93
247096,2023,Educação,Ensino profissional,68566.96
247098,2023,Educação,Ensino profissional,106560.14
247099,2023,Educação,Ensino profissional,1518.9
247100,2023,Educação,Ensino profissional,237302.31
247101,2023,Educação,Ensino profissional,2935.0
247102,2023,Educação,Ensino profissional,118490.71
247105,2023,Educação,Ensino profissional,10880.65
247106,2023,Educação,Ensino profissional,36021.79
247108,2023,Educação,Ensino profissional,17085.36
247111,2023,Educação,Ensino profissional,8568.0
247113,2023,Educação,Ensino profissional,502029.09
247114,2023,Educação,Ensino profissional,11083.43
247116,2023,Educação,Ensino profissional,232967.13
247117,2023,Educação,Ensino profissional,17324.4
247118,2023,Educação,Ensino profissional,567949.99
247120,2023,Educação,Ensino profissional,514817.67
247123,2023,Educação,Ensino profissional,185441.36
247124,2023,Educação,Ensino profissional,96250.0
247125,2023,Educação,Ensino profissional,2301.01
247129,2023,Educação,Ensino profissional,13314.43
247132,2023,Educação,Ensino profissional,390.97
247133,2023,Educação,Ensino profissional,1705.0
247134,2023,Educação,Ensino profissional,287145.16
247136,2023,Educação,Ensino profissional,319755.76
247137,2023,Educação,Ensino profissional,357119.07
247138,2023,Educação,Ensino profissional,30750.37
247139,2023,Educação,Ensino profissional,195182.04
247141,2023,Educação,Ensino profissional,39164.91
247142,2023,Educação,Ensino profissional,32746.65
247144,2023,Educação,Ensino profissional,179662.6
247148,2023,Educação,Ensino profissional,18717.25
247149,2023,Educação,Ensino profissional,11751.66
247150,2023,Educação,Ensino profissional,10204.1
247153,2023,Educação,Ensino profissional,189709.65
247155,2023,Educação,Ensino profissional,208765.46
247156,2023,Educação,Ensino profissional,72699.42
247159,2023,Educação,Ensino profissional,221065.47
247161,2023,Educação,Ensino profissional,32658.36
247166,2023,Educação,Ensino profissional,445948.11
247168,2023,Educação,Ensino profissional,3445.15
247171,2023,Educação,Ensino profissional,3541.75
247172,2023,Educação,Ensino profissional,15963.48
247174,2023,Educação,Ensino profissional,21617.87
247176,2023,Educação,Ensino profissional,76178.81
247177,2023,Educação,Ensino profissional,1291.5
247179,2023,Educação,Ensino profissional,38994.81
247180,2023,Educação,Ensino profissional,6000.0
247182,2023,Educação,Ensino profissional,457672.89
247184,2023,Educação,Ensino profissional,32090.88
247186,2023,Educação,Ensino profissional,444509.79
247188,2023,Educação,Ensino profissional,198533.16
247190,2023,Educação,Ensino profissional,22602.35
247191,2023,Educação,Ensino profissional,30892.77
247192,2023,Educação,Ensino profissional,5000.0
247193,2023,Educação,Ensino profissional,26562.0
247195,2023,Educação,Ensino profissional,511549.09
247196,2023,Educação,Ensino profissional,16633.62
247197,2023,Educação,Ensino profissional,4727.74
247199,2023,Educação,Ensino profissional,155477.24
247200,2023,Educação,Ensino profissional,11799.72
247201,2023,Educação,Ensino profissional,178625.0
247202,2023,Educação,Ensino profissional,66657.37
247203,2023,Educação,Ensino profissional,15179.32
247204,2023,Educação,Ensino profissional,92.16
247206,2023,Educação,Ensino profissional,386135.4
247207,2023,Educação,Ensino profissional,480455.06
247209,2023,Educação,Ensino profissional,14346.76
247210,2023,Educação,Ensino profissional,20000.0
247213,2023,Educação,Ensino profissional,3185.47
247215,2023,Educação,Ensino profissional,1627.0
247216,2023,Educação,Ensino profissional,10421.81
247217,2023,Educação,Ensino profissional,116048.87
247218,2023,Educação,Ensino profissional,10768.96
247219,2023,Educação,Ensino profissional,434.9
247221,2023,Educação,Ensino profissional,89893.0
247222,2023,Educação,Ensino profissional,18400.0
247223,2023,Educação,Ensino profissional,10374.75
247224,2023,Educação,Ensino profissional,7720.18
247225,2023,Educação,Ensino profissional,1129.8
247227,2023,Educação,Ensino profissional,4622.5
247231,2023,Educação,Ensino profissional,484170.09
247232,2023,Educação,Ensino profissional,353539.63
247233,2023,Educação,Ensino profissional,30.66
247234,2023,Educação,Ensino profissional,577593.78
247235,2023,Educação,Ensino profissional,11841.15
247236,2023,Educação,Ensino profissional,234548.0
247239,2023,Educação,Ensino profissional,16673.82
247242,2023,Educação,Ensino profissional,114082.03
247244,2023,Educação,Ensino profissional,2782.13
247246,2023,Educação,Ensino profissional,16070.56
247248,2023,Educação,Ensino profissional,545545.52
247249,2023,Educação,Ensino profissional,2515.52
247251,2023,Educação,Ensino profissional,21394.64
247252,2023,Educação,Ensino profissional,276822.19
247253,2023,Educação,Ensino profissional,36347.4
247254,2023,Educação,Ensino profissional,21018.94
247255,2023,Educação,Ensino profissional,13825.0
247256,2023,Educação,Ensino profissional,12297.77
247258,2023,Educação,Ensino profissional,334305.67
247259,2023,Educação,Ensino profissional,18907.01
247260,2023,Educação,Ensino profissional,117634.63
247261,2023,Educação,Ensino profissional,13797.15
247263,2023,Educação,Ensino profissional,3434.07
247265,2023,Educação,Ensino profissional,4379.27
247267,2023,Educação,Ensino profissional,10586.58
247268,2023,Educação,Ensino profissional,18000.0
247270,2023,Educação,Ensino profissional,21818.32
247271,2023,Educação,Ensino profissional,57393.91
247273,2023,Educação,Ensino profissional,65953.87
247276,2023,Educação,Ensino profissional,22281.57
247278,2023,Educação,Ensino profissional,12800.0
247279,2023,Educação,Ensino profissional,20257.2
247280,2023,Educação,Ensino profissional,203437.5
247281,2023,Educação,Ensino profissional,25139.81
247282,2023,Educação,Ensino profissional,2792.79
247284,2023,Educação,Ensino profissional,368.09
247286,2023,Educação,Ensino profissional,5349.88
247288,2023,Educação,Ensino profissional,18939.28
247292,2023,Educação,Ensino profissional,29128.5
247293,2023,Educação,Ensino profissional,25640.0
247295,2023,Educação,Ensino profissional,110927.24
247296,2023,Educação,Ensino profissional,590770.52
247297,2023,Educação,Ensino profissional,381521.3
247301,2023,Educação,Ensino profissional,42688.0
247303,2023,Educação,Ensino profissional,92447.71
247304,2023,Educação,Ensino profissional,154091.77
247305,2023,Educação,Ensino profissional,46179.49
247306,2023,Educação,Ensino profissional,106839.99
247307,2023,Educação,Ensino profissional,455144.16
247308,2023,Educação,Ensino profissional,8769.67
247309,2023,Educação,Ensino profissional,3542.47
247310,2023,Educação,Ensino profissional,295847.41
247311,2023,Educação,Ensino profissional,2104.17
247314,2023,Educação,Ensino profissional,269535.84
247315,2023,Educação,Ensino profissional,11044.48
247316,2023,Educação,Ensino profissional,2986.29
247317,2023,Educação,Ensino profissional,354566.13
247319,2023,Educação,Ensino profissional,29708.74
247321,2023,Educação,Ensino profissional,103100.0
247323,2023,Educação,Ensino profissional,302735.67
247324,2023,Educação,Ensino profissional,60820.23
247326,2023,Educação,Ensino profissional,115355.09
247329,2023,Educação,Ensino profissional,6045.17
247330,2023,Educação,Ensino profissional,2240.0
247331,2023,Educação,Ensino profissional,310018.4
247334,2023,Educação,Ensino profissional,8618.61
247336,2023,Educação,Ensino profissional,557382.64
247340,2023,Educação,Ensino profissional,163256.18
247341,2023,Educação,Ensino profissional,159292.0
247343,2023,Educação,Ensino profissional,91247.22
247344,2023,Educação,Ensino profissional,52094.96
247347,2023,Educação,Ensino profissional,231273.0
247349,2023,Educação,Ensino profissional,208430.22
247351,2023,Educação,Ensino profissional,1194.1
247353,2023,Educação,Ensino profissional,5931.77
247357,2023,Educação,Ensino profissional,7717.15
247359,2023,Educação,Ensino profissional,6980.83
247361,2023,Educação,Ensino profissional,13376.3
247364,2023,Educação,Ensino profissional,66044.76
247365,2023,Educação,Ensino profissional,8719.99
247367,2023,Educação,Ensino profissional,439235.67
247369,2023,Educação,Ensino profissional,28013.64
247370,2023,Educação,Ensino profissional,17796.98
247371,2023,Educação,Ensino profissional,224113.36
247374,2023,Educação,Ensino profissional,15328.29
247375,2023,Educação,Ensino profissional,5200.0
247376,2023,Educação,Ensino profissional,8442.66
247378,2023,Educação,Ensino profissional,7998.06
247379,2023,Educação,Ensino profissional,3847.17
247380,2023,Educação,Ensino profissional,274006.06
247382,2023,Educação,Ensino profissional,3533.59
247385,2023,Educação,Ensino profissional,35223.4
247386,2023,Educação,Ensino profissional,18721.66
247387,2023,Educação,Ensino profissional,106924.45
247388,2023,Educação,Ensino profissional,19296.21
247390,2023,Educação,Ensino profissional,1439.28
247392,2023,Educação,Ensino profissional,530089.24
247393,2023,Educação,Ensino profissional,1000.0
247394,2023,Educação,Ensino profissional,217093.14
247395,2023,Educação,Ensino profissional,63584.28
247399,2023,Educação,Ensino profissional,43662.3
247400,2023,Educação,Ensino profissional,54666.2
247401,2023,Educação,Ensino profissional,23189.51
247404,2023,Educação,Ensino profissional,96414.84
247405,2023,Educação,Ensino profissional,400575.66
247406,2023,Educação,Ensino profissional,2565.51
247408,2023,Educação,Ensino profissional,2292.75
247413,2023,Educação,Ensino profissional,63528.82
247416,2023,Educação,Ensino profissional,38615.83
247420,2023,Educação,Ensino profissional,46341.75
247421,2023,Educação,Ensino profissional,465048.21
247422,2023,Educação,Ensino profissional,66145.32
247423,2023,Educação,Ensino profissional,31346.13
247424,2023,Educação,Ensino profissional,422970.38
247426,2023,Educação,Ensino profissional,16985.61
247429,2023,Educação,Ensino profissional,185.0
247431,2023,Educação,Ensino profissional,8353.91
247432,2023,Educação,Ensino profissional,538414.53
247433,2023,Educação,Ensino profissional,26830.84
247438,2023,Educação,Ensino profissional,10627.29
247439,2023,Educação,Ensino profissional,187089.98
247440,2023,Educação,Ensino profissional,3718.0
247442,2023,Educação,Ensino profissional,176.0
247443,2023,Educação,Ensino profissional,115770.29
247444,2023,Educação,Ensino profissional,23987.57
247446,2023,Educação,Ensino profissional,142.48
247448,2023,Educação,Ensino profissional,12306.97
247449,2023,Educação,Ensino profissional,2700.0
247452,2023,Educação,Ensino profissional,280729.09
247453,2023,Educação,Ensino profissional,9118.88
247454,2023,Educação,Ensino profissional,2490.41
247457,2023,Educação,Ensino profissional,13528.6
247460,2023,Educação,Ensino profissional,26776.78
247461,2023,Educação,Ensino profissional,127494.43
247462,2023,Educação,Ensino profissional,322438.74
247463,2023,Educação,Ensino profissional,29900.0
247464,2023,Educação,Ensino profissional,37319.58
247465,2023,Educação,Ensino profissional,13896.43
247466,2023,Educação,Ensino profissional,20903.69
247467,2023,Educação,Ensino profissional,62230.75
247469,2023,Educação,Ensino profissional,307377.47
247472,2023,Educação,Ensino profissional,548028.03
247473,2023,Educação,Ensino profissional,3257.15
247474,2023,Educação,Ensino profissional,48885.0
247476,2023,Educação,Ensino profissional,348744.61
247477,2023,Educação,Ensino profissional,175873.28
247479,2023,Educação,Ensino profissional,21972.94
247480,2023,Educação,Ensino profissional,181507.02
247481,2023,Educação,Ensino profissional,3728.97
247485,2023,Educação,Ensino profissional,165634.95
247486,2023,Educação,Ensino profissional,602864.42
247488,2023,Educação,Ensino profissional,258217.58
247489,2023,Educação,Ensino profissional,247291.98
247492,2023,Educação,Formação de recursos humanos,2295.0
247493,2023,Educação,Formação de recursos humanos,13292.92
247494,2023,Educação,Formação de recursos humanos,55028.34
247495,2023,Educação,Formação de recursos humanos,6496.77
247496,2023,Educação,Formação de recursos humanos,4800.7
247497,2023,Educação,Formação de recursos humanos,1500.0
247498,2023,Educação,Formação de recursos humanos,419837.46
247499,2023,Educação,Formação de recursos humanos,593.6
247500,2023,Educação,Formação de recursos humanos,29123.79
247501,2023,Educação,Formação de recursos humanos,1257.0
247503,2023,Educação,Formação de recursos humanos,23486.31
247504,2023,Educação,Formação de recursos humanos,16750.33
247506,2023,Educação,Formação de recursos humanos,2529.29
247507,2023,Educação,Formação de recursos humanos,3821.0
247508,2023,Educação,Formação de recursos humanos,14786.19
247509,2023,Educação,Formação de recursos humanos,22616.86
247510,2023,Educação,Formação de recursos humanos,22362.23
247511,2023,Educação,Formação de recursos humanos,2302.62
247512,2023,Educação,Formação de recursos humanos,2500.0
247513,2023,Educação,Formação de recursos humanos,18249.69
247514,2023,Educação,Formação de recursos humanos,12284.0
247517,2023,Educação,Formação de recursos humanos,6258.32
247518,2023,Educação,Formação de recursos humanos,72750.36
247519,2023,Educação,Formação de recursos humanos,13794.12
247520,2023,Educação,Formação de recursos humanos,30801.0
247521,2023,Educação,Formação de recursos humanos,8019.03
247523,2023,Educação,Formação de recursos humanos,2234.85
247524,2023,Educação,Formação de recursos humanos,32227.8
247526,2023,Educação,Formação de recursos humanos,97400.13
247527,2023,Educação,Formação de recursos humanos,4052.06
247528,2023,Educação,Formação de recursos humanos,29624.74
247529,2023,Educação,Formação de recursos humanos,8000.0
247531,2023,Educação,Formação de recursos humanos,2640.0
247532,2023,Educação,Formação de recursos humanos,2118.76
247535,2023,Educação,Formação de recursos humanos,123615.0
247536,2023,Educação,Formação de recursos humanos,68896.57
247538,2023,Educação,Formação de recursos humanos,70338.54
247539,2023,Educação,Formação de recursos humanos,85303.03
247540,2023,Educação,Formação de recursos humanos,1018.08
247541,2023,Educação,Formação de recursos humanos,3452.15
247543,2023,Educação,Formação de recursos humanos,219892.4
247544,2023,Educação,Formação de recursos humanos,126706.28
247546,2023,Educação,Formação de recursos humanos,1588.76
247549,2023,Educação,Formação de recursos humanos,13361.75
247551,2023,Educação,Formação de recursos humanos,19923.75
247555,2023,Educação,Formação de recursos humanos,6965.26
247556,2023,Educação,Formação de recursos humanos,5487.58
247557,2023,Educação,Formação de recursos humanos,78068.97
247558,2023,Educação,Formação de recursos humanos,98400.0
247559,2023,Educação,Formação de recursos humanos,53761.06
247560,2023,Educação,Formação de recursos humanos,5160.36
247565,2023,Educação,Formação de recursos humanos,9745.39
247566,2023,Educação,Formação de recursos humanos,3000.0
247569,2023,Educação,Formação de recursos humanos,24593.63
247572,2023,Educação,Formação de recursos humanos,87976.98
247573,2023,Educação,Formação de recursos humanos,84624.0
247574,2023,Educação,Formação de recursos humanos,132964.35
247576,2023,Educação,Formação de recursos humanos,21599.24
247577,2023,Educação,Formação de recursos humanos,3175.97
247579,2023,Educação,Formação de recursos humanos,21660.0
247580,2023,Educação,Formação de recursos humanos,4300.4
247581,2023,Educação,Formação de recursos humanos,58037.47
247583,2023,Educação,Formação de recursos humanos,8323.05
247585,2023,Educação,Formação de recursos humanos,326.89
247586,2023,Educação,Formação de recursos humanos,1200.0
247589,2023,Educação,Formação de recursos humanos,5600.0
247590,2023,Educação,Formação de recursos humanos,102010.0
247592,2023,Educação,Formação de recursos humanos,17600.0
247597,2023,Educação,Formação de recursos humanos,2893.83
247599,2023,Educação,Formação de recursos humanos,20980.0
247605,2023,Educação,Formação de recursos humanos,13690.0
247608,2023,Educação,Formação de recursos humanos,85938.0
247609,2023,Educação,Formação de recursos humanos,127.77
247610,2023,Educação,Formação de recursos humanos,7805.33
247612,2023,Educação,Formação de recursos humanos,198.7
247613,2023,Educação,Formação de recursos humanos,86151.0
247614,2023,Educação,Formação de recursos humanos,90254.38
247616,2023,Educação,Formação de recursos humanos,5356.92
247619,2023,Educação,Formação de recursos humanos,155500.0
247620,2023,Educação,Formação de recursos humanos,6580.0
247621,2023,Educação,Formação de recursos humanos,86745.74
247622,2023,Educação,Formação de recursos humanos,1223.07
247623,2023,Educação,Formação de recursos humanos,18152.07
247624,2023,Educação,Formação de recursos humanos,299408.44
247627,2023,Educação,Formação de recursos humanos,1671.39
247628,2023,Educação,Formação de recursos humanos,318057.65
247629,2023,Educação,Formação de recursos humanos,181290.14
247630,2023,Educação,Formação de recursos humanos,9586.75
247631,2023,Educação,Formação de recursos humanos,2200.0
247634,2023,Educação,Formação de recursos humanos,10709.26
247635,2023,Educação,Formação de recursos humanos,11119.29
247636,2023,Educação,Formação de recursos humanos,25970.0
247638,2023,Educação,Formação de recursos humanos,24695.9
247639,2023,Educação,Formação de recursos humanos,21513.37
247640,2023,Educação,Formação de recursos humanos,75000.0
247642,2023,Educação,Formação de recursos humanos,43401.93
